TIPOLOGIA,NOME,VIA,CITTA,CAP,PROVINCIA,EMAIL,TELEFONO,FAX,LAT,LONG
Ristorante,Ristorante Pizzeria Il Porcellino,"Via Delle Pleiadi, 18",Prato,59100,Prato,,0574546871,0574549937,,
Ristorante,Ristorante Pizzeria Lantica Dimora,Via Di Arezzo N.162,Foiano Della Chiana,52045,Arezzo,mircocamy@libero.it,,,43.278,11.826
Ristorante,Ristorante Pizzeria La Barca,"Via Statale, 203/205",Quarrata,51039,Pistoia,,0573718192,,43.874,10.982
Ristorante,Ristorante Pizzeria La Cantina Da Caino,"Via Picasso, 55","Vergine Dei Pini, Monsummano Terme",51015,Pistoia,dacaino@tiscali.it,,057253617,43.86,10.825
Ristorante,Ristorante Pizzeria La Perla,"Viale Europa, 51",Viareggio,55049,Lucca,,0584383109,,43.854,10.244
Ristorante,Ristorante Pizzeria La Scaletta,Via Pietrasantina 107,Pisa,56122,Pisa,ristorantelascaletta@yahoo.it,,,43.727,10.389
Ristorante,Ristorante Pizzeria La Tufa,Loc. Ossaia,Cortona,52043,Arezzo,INFO@HOSTARIALATUFA.IT,,,43.236,12.004
Ristorante,Ristorante Pizzeria Le Grazie,Via Selva Piana 1,"Le Grazie, Pistoia",,Pistoia,,0573471240,,,
Ristorante,Ristorante Pizzeria Le Mura Di Marrone Orietta & C. Sas,Viale Xxiv Maggio 23,Monte San Savino,52048,Arezzo,,,,,
Ristorante,Ristorante Pizzeria Pucci,"Via Amendola, 4",Pescia,51017,Pistoia,,0572476176,0572495143,,
Ristorante,Ristorante Publius,P.Zza Del Castagneto,"Poggio, Marciana",57030,Livorno,info@ristorantepublius.it,,56599208,42.791,10.167
Ristorante,Ristorante Publius,"Pzza Del Castagneto, 11","Poggio, Marciana",57030,Livorno,info@ristorantepublius.it,,0565904174,,
Ristorante,Ristorante Publius,"Pzza Del Castagneto, 11",Marciana,,Livorno,,,,,
Ristorante,Ristorante Puccini,"Corte S. Lorenzo, 1",Lucca,55100,Lucca,info@ristorantepuccini.com,0583406055,,43.843,10.501
Ristorante,Ristorante Pucini,Ristorante Pucini,Poppi,52014,Arezzo,boccalini@confcommercio.ar.it,0575556017,,,
Ristorante,Ristorante Rio Freddo,Viale G.B. Morgagni 10b-12a,Firenze,50134,Firenze,riofreddo.fi@gmail.it,,55450149,43.798,11.243
Ristorante,Ristorante Roccodelfuni,Via Marruota 59/a,Montecatini Terme,51016,Pistoia,,3394354075,,43.879,10.769
Ristorante,Ristorante Sabatini,"Via Panzani, 9a",Firenze,50123,Firenze,info@ristorantesabatini.it,,055210293,43.774,11.251
Ristorante,Ristorante San Colombano,"Baluardo S. Colombano, 10 - Mura Urbane",Lucca,55100,Lucca,info@caffetteriasancolombano.it,0583464641,0583306097,43.84,10.507
Ristorante,Ristorante Silvio - La Storia A Tavola,"Via Brennero, 181/183","Pianosinatico, Cutigliano",51024,Pistoia,ircvan@tin.it,0573629204,,44.12,10.727
Ristorante,Ristorante Sole E Mare,Loc. Nisporto,"Rio Nell'elba, ",57039,Livorno,info@soleemare.it,,,42.825,10.382
Ristorante,Ristorante Spaghetteria Enseada,"Via Albereta, 21",Follonica,58022,Grosseto,,,,42.921,10.759
Ristorante,Ristorante Stella Polare,Lo. Le Piagge 2,"Camucia, Cortona",52043,Arezzo,ristorantestellapolare@gmail.com,,,43.268,11.975
Ristorante,Ristorante Tonino,Piazza Garibaldi 1,Cortona,52044,Arezzo,info@ristorantetonino.com,,,43.261,11.974
Ristorante,Ristorante Toscanelli,Via Carratica 61,Pistoia,51100,Pistoia,info@ristorantetoscanelli.it,0573977196,,43.929,10.918
Ristorante,Ristorante Uliveto,Via Massa Avenza 17,Massa,,Massa Carrara,uliveto26@libero.it,0585251030,,44.021,10.116
Ristorante,Ristorante Uovo A Mare,Via Montecristo,"San Vincenzo, Campiglia Marittima",57027,Livorno,giorgio.niocciolini@indal2000.it,3391680262,,43.077,10.558
Ristorante,Ristorante Vecchia Maremma,"Va Aurelia Nord, Km 146",Orbetello,58015,Grosseto,info@vecchiamaremma.it,0564863005,564862347,42.44,11.212
Ristorante,Ristorante Vecchio Casale,"Via Delle Torri, 7",Firenze,50142,Firenze,info@ristorante-vecchiocasale.com,0557326162,055717558,43.777,11.205
Ristorante,Ristorante Vecchio Mercato,"P.Zza Del Mercato Centrale, 12/r",Firenze,50123,Firenze,info@vecchiomercato.fi.it,,055211978,43.777,11.254
Ristorante,Ristorante Vegetariano La Fonte,"Via Lucignano, 15",Montespertoli,50025,Firenze,vegetariano@ristorantelafonte.it,0571609514,0571543260,43.633,11.115
Ristorante,Ristorante Vento Mediceo,Via Oberdan 5,Colle Di Val D'elsa,53034,Siena,info.ventomediceo@gmail.com,0577924038,,43.422,11.126
Ristorante,Ristorante Villa Le Farnete,"Via Macia, 136","Localit� Comeana, Carmignano",59015,Prato,,0558719747,,,
Ristorante,Ristorante Villa Patrizia,"Via Poggio Alla Guardia, 12",Montecatini Terme,51016,Pistoia,info@incascina.it,,0572679007,43.89,10.804
Ristorante,Ristorante Vinandro,Piazza Mino Da Fiesole,Fiesole,50014,Firenze,alecorradossi@gmail.com,,,,
Ristorante,Ristorante Vineria Perbacco,"Galleria Girolamo Magi, 1",Anghiari,,Arezzo,info@perbacco.cc,0575788893,0575787049,43.542,12.061
Ristorante,Ristorante Walter Redaelli,"Via Xxi Aprile, 26","Bettolle, Sinalunga",53048,Siena,info@ristoranteredaelli.it,,577623447,43.205,11.809
Ristorante,Ristorante Zi Martino,"Loc. S. Giusto, 264",Castagneto Carducci,57022,Livorno,info@zimartino.com,0565733666,565733444,43.16,10.612
Ristorante,Ristorantela Sosta,Via Serraia,"Serre Di Rapolano, Rapolano Terme",53040,Siena,ristorantelasostadicarlo@tin.it,,,,
Ristorante,Ristoro Delle Colline,Via Di Petrognano 13,"Petrognano, Capannori",55010,Lucca,manueladesimoni@libero.it,3394746477,,43.903,10.63
Ristorante,Ristoro La Viola,Marina Di Alberese Snc,"Marina Di Alberese, Grosseto",58100,Grosseto,antoniolomartire@alice.it,3357066047,,42.764,11.112
Ristorante,Ristoro Poggio A Issi,S:p:69 Di Cellole Km 4.0,"Poggio A Issi - Larniano, San Gimignano",53037,Siena,info@poggioaissi.com,3311090152,0577946004,43.465,11.049
Ristorante,Ristoro Poggio A Issi,S.P. 69 Di Cellole Km 4.0,San Gimignano,53037,Siena,,3311090152,0577946004,,
Ristorante,Ristoro Vecchio Teatro,Via C.Ricci 2,Pisa,56100,Pisa,ristorovecchioteatro@libero.it,,,,
Ristorante,Ristoservice I Melograni,Via Dei Cavalleggeri Nord,"Marina Di Bibbona, Bibbona",57020,Livorno,info@tersnc.it,3389509349,,,
Ristorante,Rosticceria Il Baba,"Via Della Lastruccia, 21/a",Prato,,Prato,micra73@tiscali.it,0574660658,0574660658,43.885,11.051
Ristorante,Rostorante Giglio Rosso,Via Panzani 35 R,Firenze,,Firenze,info@ristorantegigliorosso.com,,055283739,43.774,11.251
Ristorante,Rusticanella 2 Da Luca,"Via S.Paolino, 32",Lucca,55100,Lucca,info@rusticanella2.it,,058355383,43.843,10.501
Ristorante,S&t Di Saba Alessandro E Tuccoli Riccardo,"Via A. Ceci, 33",Pisa,56125,Pisa,alessa.saba@tiscali.it,,,,
Ristorante,Salotto Bonadea,Via Del Giglio 2,Pistoia,51100,Pistoia,,0573308147,,43.933,10.916
Ristorante,Sandra,V,Fiesole,55029,Firenze,sandra.bracaloni@tos.camcom.it,,,,
Ristorante,Santopalato Ristorante Pizzeria,"Via Del Duca, 7",Pistoia,51100,Pistoia,info@santopalato.it,,,43.941,10.926
Ristorante,Sbarbacipolla,Piazza Bartolomeo Scala 11,Colle Di Val D'elsa,53034,Siena,info@biosteria-sbarbacipolla.it,0577926701,,43.42,11.127
Ristorante,Scacciapensieri,Via Verdi 22,Cecina,57023,Livorno,direzione@ristorantescacciapensieri.com,0586680900,,43.313,10.52
Ristorante,Scusa Ameri,"Viale Castracani, 98",Lucca,55100,Lucca,,0583954366,,43.844,10.517
Ristorante,Serendipity,"Via Sicilia, 8",San Vincenzo,57027,Livorno,info@serendipitysanvincenzo.it,0565705401,0565705401,43.095,10.539
Ristorante,Serendipity,Via Sicilia 8,San Vincenzo,57028,Livorno,tedeschi28@gmail.com,,,43.095,10.539
Ristorante,Sfakinais The Restaurant,Via Torquato Tasso 17,Prato,59100,Prato,lapostadijonathan@gmail.com,,,43.871,11.087
Ristorante,Sisters Bar Self-service,Via Libeccio N. 48,Viareggio,55049,Lucca,sorellesisters@gmail.com,0584164055,,,
Ristorante,Sole E Mare,Loc. Nisporto,"Loc. Nisporto, ",57039,Livorno,a.coluccia@tprisma.com; info@soleemare.it,0565934907,,,
Ristorante,Sosta Dei Cavalieri,"Via S. Frediano, 3",Pisa,56126,Pisa,info@sostadeicavalieri.it,0509912410,0509913872,43.718,10.4
Ristorante,Sosta Dei Cavalieri,"Via San Frediano, 3",Pisa,56126,Pisa,info@sostadeicavalieri.it,0509912410,0509913872,43.718,10.4
Ristorante,Sotto Icampanile Santa Trinita,"Via Roma, 2/4",Prato,59100,Prato,sottoicampanile@gmail.com,0574621326,,43.876,11.093
Ristorante,Sporting Club,Via  Ponte Dei Bari 200,"--, Montecatini Terme",51016,Pistoia,--,0572767587,,,
Ristorante,Sporting Club,"Via Ponte Dei Bari, 200",Montecatini Terme,51016,Pistoia,,0572767587,,,
Ristorante,Station Gallery 923,Via Aurelia 923,"Castiglioncello, Rosignano Marittimo",57016,Livorno,v.lipari@yahoo.it,0586752505,0586752505,43.43,10.395
Ristorante,Steak House I Paoli Ristorante Pizzeria,,"Orti 53, Portoferraio",57037,Livorno,,0565930297,,,
Ristorante,Taverna Caruso,"Via Di Bellosguardo, 54",Lastra A Signa,50055,Firenze,info@villacaruso.it,,,,
Ristorante,Taverna Dei Buoncompagni,"Corso V.Emanuele Ii, 38",Piombino,57025,Livorno,,0565222176,,42.922,10.527
Ristorante,Taverna Dei Poeti,"Via Roma, 14",Capoliveri,57031,Livorno,latavernadeipoeti@inwind.it,0565968306,0565968798,42.746,10.377
Ristorante,Taverna Del Grappolo Blu,"Via Moglio, 1",Montalcino,53024,Siena,,0577847150,0577846400,43.06,11.491
Ristorante,Taverna Del Minatore,Localit� La Miniera 12,Montecatini Val Di Cecina,56040,Pisa,info@vacanzelaminiera.it,,58831849,43.392,10.751
Ristorante,Taverna Del Patriarca,Strada Statale 146,"Querce Al Pino, Chiusi",53043,Siena,tavernadelpatriarca@libero.it,0578274304,0578274407,43.002,11.965
Ristorante,Taverna Del Vin Vino,"Piazza Mercato Bestiame, 30","Borgo A Buggiano, Buggiano",51011,Pistoia,onlymanuel@libero.it,,057233340,43.88,10.73
Ristorante,Taverna Dellozio,"Via Zara, 85",San Miniato,56028,Pisa,,0571462862,,43.621,10.868
Ristorante,Taverna Delle Spianate,,"Campofreno 19, Rosignano Marittimo",57012,Livorno,,0586752225,0586752225,43.408,10.473
Ristorante,Taverna Di Populonia,"Via San Giovanni, 2","Populonia, Piombino",57025,Livorno,,,056529541,42.871,10.443
Ristorante,Taverna Gargantue,"Piazza Dell'ortaggio, 12",Pistoia,51100,Pistoia,paoloboccardi@libero.it,,057323330,43.93,10.908
Ristorante,Taverna La Carabaccia,Via Della Camminata Est 15,Bibbona,57020,Livorno,lacarabaccia@lacarabaccia.it,0586670370,,,
Ristorante,Taverna Pane E Vino,"Piazza Signorelli, 27",Cortona,52044,Arezzo,taverna@pane-vino.it,0575631010,0575651093,43.276,11.985
Ristorante,Taverna Pane E Vino,Piazza Signorelli 27,Cortona,52043,Arezzo,taverna@pane-vino.it,0575631010,,43.275,11.985
Ristorante,Taverna Rumy,Via Arno 5,"Potassa, Gavorrano",58023,Grosseto,info@tavernarumy.191.it,,,,
Ristorante,Tea 3 Srl,"Via Lanza, 54",Firenze,,Firenze,,,,43.768,11.282
Ristorante,Tenuta Dello Scompiglio,Via Di Vorno Nﾰ 67,"Vorno, Capannori",55012,Lucca,cucina@delloscompiglio.org,0583971473,0583971473,43.797,10.497
Ristorante,Tenuta San Pietro,Via Per San Pietro 22/26,"San Pietro Marcigliano, Capannori",55012,Lucca,info@tenuta-san-pietro.com,0583926676,,43.907,10.598
Ristorante,Terra Etrusca,"Via Piemonte, 6",Capalbio,58011,Grosseto,comunicazione@terraetrusca.it,,,,
Ristorante,Terra Etrusca S.A.R.L.,"Via Piemonte, 6","Capalbio Stazione, Capalbio",58011,Grosseto,info@terraetrusca.it,,+3905641882001,42.411,11.369
Ristorante,Timios Bottega Artigiana,"Via Aurelia, 64","Vada, Rosignano Marittimo",57016,Livorno,info@timios.it,3400655438,,,
Ristorante,Tirabaralla,"Via Della Scala, 28r",Firenze,50123,Firenze,info@tirabaralla.it,,55218418,43.775,11.246
Ristorante,Toscani Da Sempre,"Via F.Lli Monzecchi, 13/15",Pontassieve,,Firenze,info@toscanidasempre.it,0558392952,0558396213,43.775,11.438
Ristorante,Trattoria Ai Butteri,"Via Carpani, 313","Carpani, Portoferraio",57037,Livorno,,0565960170,,42.803,10.306
Ristorante,Trattoria Il Saraceno,"Via Mazzini, 6/b",Arezzo,52100,Arezzo,info@ilsaraceno.com,,057527644,43.464,11.882
Ristorante,Trattoria Mamma Rosa,"Via Cassia Per Siena, 32",,50026,Firenze,,0558249454,,43.634,11.179
Ristorante,Trattoria Antico Fattore,"Via Lambertesca, 1/3r",Firenze,50100,Firenze,,,055283341,43.769,11.255
Ristorante,Trattoria Astolfo,"Via Beatrice, 58",Massa,54100,Massa Carrara,,,,44.034,10.144
Ristorante,Trattoria Astolfo,Via Beatrice 58,Massa,,Massa Carrara,,,,44.034,10.144
Ristorante,Trattoria Bel Mi Colle,Via. G.Garibaldi 56,"Colle Di Val D'elsa, ",53034,Siena,info@trattoriabelmicolle.it,,,,
Ristorante,Trattoria Boboli,Via Romana 45 R,Firenze,0,Firenze,trattoriaboboli@gmail.com,0552336401,0552336401,43.764,11.246
Ristorante,Trattoria Buonamico Di Massimo Barsotti C Snc,"Via Sant'andrea, 27/29",Viareggio,55049,Lucca,,0584943266,,43.866,10.248
Ristorante,Trattoria Cammillo Sas,"Borgo San Jacopo, 57r",Firenze,50125,Firenze,cammillo@momax.it,,055212963,43.768,11.252
Ristorante,Trattoria Casa Masi,"Via Collerucci, 53",Montaione,50050,Firenze,info@casamasimontaione.it,0571677170,0571677042,43.583,10.88
Ristorante,Trattoria Celestino,"P.Zza Santa Felice, 4r",Firenze,,Firenze,bruno.celestino@virgilio.it,0552396574,055292185,43.765,11.248
Ristorante,Trattoria Cervino,"Via Sant'andrea, 51",Pistoia,51100,Pistoia,trattoriacervino@hotmail.it,0573358855,,43.936,10.913
Ristorante,Trattoria Da Beppino,Via Di Ripoli 13/r,Firenze,50126,Firenze,trattoriabeppino@gmail.com,,,43.763,11.279
Ristorante,Trattoria Da Enrico,"Via Provinciale Fiorentina, 148",Fucecchio,50050,Firenze,,,057123172,43.718,10.793
Ristorante,Trattoria Da Fagiolino,"Via Carega, 1",Cutigliano,51024,Pistoia,luigiinnocenti@tiscali.it,,057368210,44.101,10.754
Ristorante,Trattoria Da Galileo,"Via Della Campana, 20",Livorno,57100,Livorno,,0586889009,,43.555,10.315
Ristorante,Trattoria Da Gano,"Via Pantaneto, 146",Siena,53100,Siena,,0577221244,0577205063,43.317,11.337
Ristorante,Trattoria Da Garibardi,Piazza Del Mercato Centrale 38r,Firenze,50123,Firenze,info@garibardi.it,,552399107,43.777,11.254
Ristorante,Trattoria Da Gigi,"Piazza Del Carmine, 7",Lucca,55100,Lucca,,0583467266,0583958009,43.844,10.505
Ristorante,Trattoria Da Grazia,Loc. Pian Di Rocca,"Loc. Pian Di Rocca, Castiglione Della Pescaia",58043,Grosseto,,0564947054,,42.79,10.823
Ristorante,Trattoria Da Luca,"Via Costa, 14",Piombino,57025,Livorno,trattoria.daluca@live.it,0565221633,,42.924,10.529
Ristorante,Trattoria Da Maurizio,"Via Garibaldi, 76",Viareggio,55049,Lucca,,0584325825,,43.897,10.229
Ristorante,Trattoria Da Nada,"Via Trento, 13/15","Roccatederighi, Roccastrada",58036,Grosseto,info@trattoriadanada.com - www.trattoriadanada.com,0564567226,564567226,,
Ristorante,Trattoria Da Remo,"Via Giusti, 90",Calenzano,,Firenze,trattoriadaremo@libero.it,0555887715,0558877154,43.863,11.169
Ristorante,Trattoria Da Sergio,Piazza Bernardini 7,Lucca,,Lucca,,0583491364,,43.843,10.505
Ristorante,Trattoria Dardano,Via Dardano 24,Cortona,52043,Arezzo,info@trattoriadardano.com,0575601944,,43.276,11.986
Ristorante,Trattoria Del Contadino,Strada Dei Poggi,"Pian Delle Lamacce, Cetona",53040,Siena,info@trattoriadelcontadino.it,0578238461,,,
Ristorante,Trattoria Del Forno,"Via Conte Cungi, 22",Monte San Savino,52048,Arezzo,Info@trattoriadelforno.it,,,,
Ristorante,Trattoria Del Forno,Via C. Cungi 22,Monte San Savino,52048,Arezzo,info@trattoriadelforno.it,0575844459,,43.331,11.727
Ristorante,Trattoria Del Papero,"Via Della Madonna, 8",Riparbella,56046,Pisa,info@trattoriadelpapero.it,0586699299,,43.365,10.6
Ristorante,Trattoria Del Papero,"Via Della Madonna, 8",Riparbella,56046,Pisa,info@trattoriadel papero.it,0586699299,,,
Ristorante,Trattoria Del Papero,Via Della Madonna 8,Riparbella,56046,Pisa,trattoriadelpapero@gmail.com,0586699299,,43.365,10.6
Ristorante,Trattoria Del Pesce Povero,"Via Delle Saline, 7","Loc. Giannella Orbetello, Orbetello",58015,Grosseto,biagiosabatini@libero.it,3476335882,,,
Ristorante,Trattoria Dellabbondanza,"Via Dell'abbondanza, 10/14",Pistoia,51100,Pistoia,,0573368037,,43.934,10.915
Ristorante,Trattoria Dino,"Via San Colombano, 78",Scandicci,50018,Firenze,info@trattorialocandadino.com,,055790005,43.777,11.136
Ristorante,Trattoria Giardino Di Vino,Via Costa Lenzerina 3/a,Scarlino,58020,Grosseto,lacolonnasoc.coopva@libero.it,,,42.907,10.851
Ristorante,Trattoria Gimmy Gie,"Via Garibaldi, 16",,53034,Siena,,0577923523,0577923523,43.423,11.125
Ristorante,Trattoria Gosto E Mea,"Via Borgo Giannotti, 42",Lucca,55100,Lucca,,0583180520,,43.85,10.507
Ristorante,Trattoria Il Braciere Di Tarmagni Sara,"Localit� Valle Dei Baccetti, 6 Fraz. Cavo",Rio Marina,57038,Livorno,guerrinisergio@tiscali.it,3277808075,,,
Ristorante,Trattoria Il Ponte,"Via A.De Gasperi, 39",Castelfranco Di Sotto,56022,Pisa,,0571466140,,43.696,10.747
Ristorante,Trattoria Il Pozzo,Piazza Il Pozzo,"Sant'angelo In Colle, Montalcino",53024,Siena,trattoriailpozzo@virgilio.it,0577844013,577844076,43.055,11.489
Ristorante,Trattoria Il Vicolo,"Via G. Bovio, 1/a",Montecatini Terme,51016,Pistoia,,0572771976,,43.885,10.768
Ristorante,Trattoria Langolo,"Via Ricasoli, 9",Montalcino,53024,Siena,,0577848017,,43.057,11.489
Ristorante,Trattoria La Bettola,Via Porta San Marco 69,Pistoia,51100,Pistoia,trattorialabettola@virgilio.it,,,43.936,10.921
Ristorante,Trattoria La Casalinga,"Via Dei Michelozzi, 9r",Firenze,,Firenze,lacasalinga@freeinternet.it,,0552679143,,
Ristorante,Trattoria La Gratella,"Via Guelfa, 81r",Firenze,50129,Firenze,ferrara.daniela@hotmail.it,,055211292,43.779,11.252
Ristorante,Trattoria La Grotta,"Piazza Baldelli, 3",Cortona,52044,Arezzo,,0575630271,,43.275,11.986
Ristorante,Trattoria La Grotta,Via Amiata 249,Roccalbegna,58053,Grosseto,lucialore66@gmail.com,0564989026,,,
Ristorante,Trattoria La Grotta,"Via Amiata, 249",Roccalbegna,58053,Grosseto,lucialore66@gmail.com,0564989026,,42.786,11.511
Ristorante,Trattoria La Lupa,Via Del Testaio 21/23,Livorno,57123,Livorno,info@trattorialalupa.it,3356796825,,43.561,10.314
Ristorante,Trattoria La Madia,"Via Del Giglio, 14/r",Firenze,50139,Firenze,trattorialamadiafi@alice.it,,,43.774,11.252
Ristorante,Trattoria La Pescaccia,Localita' Pian Di Feccia,Chiusdino,53012,Siena,lapescaccia@tiscali.it,,,,
Ristorante,Trattoria La Popolana,"Via Dell'origine, 39/41",Livorno,57100,Livorno,,0586884313,,43.548,10.318
Ristorante,Trattoria La Posta,"Via G.Verdi, 9","Catabbio, Semproniano",58050,Grosseto,,0564986376,0564986376,42.701,11.569
Ristorante,Trattoria La Secca,"Piazza Vittorio Emanuele, 2",Marciana Marina,57033,Livorno,,0565904277,0565904277,42.805,10.199
Ristorante,Trattoria La Tagliola,"Via Di Centro, 2",Arcidosso,58031,Grosseto,info@latagliola.it,0564967351,,42.871,11.55
Ristorante,Trattoria La Vecchia Cantina,"Via Risorgimento, 4","Maresca, San Marcello Pistoiese",51028,Pistoia,info@vecchiacantina.it,,,44.052,10.849
Ristorante,Trattoria Lo Storno,"Via Del Lastrone, 8",Pistoia,51100,Pistoia,trattorialostorno@gmail.com,,057326193,43.933,10.916
Ristorante,Trattoria Maremmana Letrusco,Via Della Serra,Gavorrano,58023,Grosseto,gianpiero.zanaboni@alice.it,0566844524,,,
Ristorante,Trattoria Martini,"Viale Alighieri, 6",Suvereto,57028,Livorno,,0565829876,,43.077,10.678
Ristorante,Trattoria Omero,Via Pian Dei Giullari 11/r,"Arcetri, Firenze",50125,Firenze,omero@ristoranteomero.it,,552336183,43.751,11.256
Ristorante,Trattoria Palle Doro,Via Sant'antonino 43-45/r,Firenze,50123,Firenze,trattoriapalledoro@gmail.com,,055291985,43.776,11.253
Ristorante,Trattoria Pelliccia,Via Garibaldi 130,Pontremoli,54027,Massa Carrara,trattoriapelliccia@virgilio.it,0187830577,,44.38,9.883
Ristorante,Trattoria Piazza Di Gioco,"Via Becheroni, 7",Poggibonsi,53036,Siena,gioco@gioco.it,0577936531,,43.468,11.147
Ristorante,Trattoria Pizzeria Gian Burrasca,"Corso Gramsci, 159/b",Pistoia,51100,Pistoia,infogianburrasca@gmail.com,,,43.934,10.912
Ristorante,Trattoria Pizzeria Il Ponte,"Via A. De Gasperi, 39",Castelfranco Di Sotto,56022,Pisa,,0571486140,,43.696,10.747
Ristorante,Trattoria Pizzeria Il Ponte,"Piazza Lorenzo Viani, 1",Viareggio,55049,Lucca,,0584630630,,,
Ristorante,Trattoria Taverna Alloca Bianca,Via Cavur 27,Pontremoli,,Massa Carrara,alessandroancellotti@alice.it,0187833219,,,
Ristorante,Trattoria Toscana,"Via Dardano, 12",Cortona,52044,Arezzo,saracenci701@hotmail.com,0575604192,,43.276,11.986
Ristorante,Trattoria Toscana,Via Dardano 12,Cortona,52043,Arezzo,saracenci701@hotmail.com,,,43.276,11.986
Ristorante,Trattoria Toscana Da Luigi,,"Lavacchio, Marciana Marina",57030,Livorno,,,056599413,42.805,10.197
Ristorante,Tribeca Ristopizza,Viale Della Libert�,Chianciano Terme,53042,Siena,info@tribecaristopizza.com,,,43.05,11.82
Ristorante,Triti,"Via Roma, 31",Castelnuovo Di Garfagnana,55032,Lucca,,,058365279,44.113,10.413
Ristorante,Tuscany,"Vicolo Bargigli, 3/5",Cecina,57023,Livorno,,0586686850,,43.312,10.518
Ristorante,Uliveto,"Via Massa Avenza, 17",Massa,54100,Massa Carrara,uliveto26@libero.it,0585251030,,44.021,10.111
Ristorante,Unico Ghiottonerie Toscane,Via Mariri Della Niccioleta 7/9,Follonica,58022,Grosseto,nicodito@hotmail.it,3386602015,56648215,42.922,10.757
Ristorante,Vecchi Sapori Della Lucchesia,Via Sarzanese 55,Lucca,55100,Lucca,giorgio.fabbri@email.it,0583171281,,43.848,10.467
Ristorante,Vecchia Firenze,Borgo Albizi 18 / 76 R,Firenze,50122,Firenze,vecchia.firenze@libero.it,,055-242301,43.771,11.262
Ristorante,Vecchia Osteria 3 Briganti,"Via Matteotti, 45",Suvereto,,Livorno,,0565829947,,43.079,10.679
Ristorante,Vecchia Osteria La Pergola,"Via Libbia, 9","Tavarnelle, Anghiari",52031,Arezzo,,0575723330,,43.543,12.06
Ristorante,Venanzio,Piazza Palestro 3,"Colonnata, Carrara",0,Massa Carrara,info@ristorantevenanzio.com,0585758033,585758062,44.069,10.076
Ristorante,Villa Campestri Olive Oil Resort,"Via Di Campestrini, 19/22","Vicchio Di Mugello, Vicchio",,Firenze,gemma@villacamperstri.it,0558490107,0558490108,43.797,11.218
Ristorante,Villa Delle Mimose,Via Corte Betti 26/a,Bientina,56031,Pisa,info@villadellemimose.it,,,,
Ristorante,Villa Il Poggione,"Via Poggio Alla Farnia, 2",Fauglia,56043,Pisa,stefanellifabrizio@hotmail.it,,,,
Ristorante,Villa Il Poggione,"Via Poggio Alla Farnia, 2",Fauglia,56043,Pisa,stefanellifabrizio@hotmail.it,,,43.578,10.509
Ristorante,Villa La Boccia,"Loc. Imposto Pizzaione, 50",Massa Marittima,58100,Grosseto,bbvillalaboccia@massamarittima.info,0566902118,0566/902118,43.053,10.888
Ristorante,Villa La Ferdinanda,Viale Papa Giovanni Xxiii,Carmignano,59015,Prato,villa@artimino.com,0558751426,,43.783,11.043
Ristorante,Villa Le Farnete,"Via Macia, 136","Comeana, Carmignano",59015,Prato,info@ristorantelefarnete.it,0558719747,0558716194,43.796,11.05
Ristorante,Villa Poschi Ristorante Le Arcate,"Via Statale Abetone, 212","Pugnano, San Giuliano Terme",56017,Pisa,info@villaposchi.it,,50851188,43.799,10.421
Ristorante,Villa Sonnino,"Via Castelvecchio, 9",San Miniato,56028,Pisa,direzione@villasonnino.com,,,,
Ristorante,Villa Sonnino,"Via Castelvecchio, 9/11",San Miniato,56028,Pisa,villa@villasonnino.com - www.villasonnino.com,0571484033,0571485175,43.685,10.813
Ristorante,Villa Sonnino,Via Castelvecchio 9/11,San Miniato,56028,Pisa,villa@villasonnino.com,0571484033,0571-485175,,
Ristorante,Villa Volpi,Via Di Mastiano E Gugliano 47,"Mastiano, Lucca",55100,Lucca,info@ristorantevillavolpi.it,0583578811,,43.912,10.525
Ristorante,Vinandro,"Piazza Mino,33",Fiesole,,Firenze,,,05559121,43.807,11.293
Ristorante,Vineria La Bottegaia,"Via Del Lastrone, 4",Pistoia,51100,Pistoia,info@labottegaia.it,0573365602,0573358450,43.933,10.916
Ristorante,Wine Club Enoteca,"Via M. Polo, 139",Viareggio,55049,Lucca,wineclubenotecadipiazza@gmail.com,,058456240,43.885,10.247
Ristorante,Zenzero Ristorante Pizzeria,Via Vittorio Emanuele 62,Camaiore,55041,Lucca,info@zenzeroversilia.it,3899146830,,43.896,10.232
Ristorante,Zinfarosa Trattoria Pizzeria,Piazzetta San Domenico 4 (accesso Al Parcheggio Da Via Indipendenza),Foiano Della Chiana,52045,Arezzo,infozinfa@virgilio.it,0575640146,,43.254,11.816
Ristorante,ﾑl Purtunzin Dﾒ Ninan,Via Bartolini 3,Carrara,54033,Massa Carrara,purtunzin@alice.it,,,44.077,10.102
Bottega,-atipico- Il Punto Vendita Della Strada Dei Vini Di Carmignano E Dei Sapori Tipici Pratesi,Via Ricasoli 13,"Centro Storico, Prato",59100,Prato,info@stradavinicarmignano.it,3461441364,,43.881,11.097
Bottega,Agricola Chiantigiana Casafrassi,Localit� Casafrassi,"Casafrassi, Castellina In Chianti",53011,Siena,casafrassi@gmail.com,,577740805,43.472,11.286
Bottega,Al Dolce Forno,Via Di Lucciano 33/39,"0573 774161, Quarrata",51039,Pistoia,info@aldolceforno.com,0573738657,,43.844,10.974
Bottega,Alessio Spinetti,Via Bugliatico 27 - P.Ve S. Lorenzo,Lucca,55100,Lucca,,0583611026,,,
