TIPOLOGIA	NOME	VIA	CITTA'	CAP	PROVINCIA	EMAIL	TELEFONO	FAX	LAT	LONG
RISTORANTE	taverna pane e vino	piazza signorelli 27	CORTONA	52043	Arezzo	taverna@pane-vino.it	0575.631010		43.2754869	11.9851297
RISTORANTE	Taverna Rumy	Via Arno 5	Potassa, GAVORRANO	58023	Grosseto	info@tavernarumy.191.it			-0	-0
RISTORANTE	Tea 3 Srl	Via Lanza, 54	FIRENZE		Firenze				43.768218	11.281993
RISTORANTE	Tenuta Dello Scompiglio	Via di Vorno nﾰ 67	Vorno, CAPANNORI	55012	Lucca	cucina@delloscompiglio.org	0583 971473	0583 971473	43.7973586	10.4972639
RISTORANTE	Tenuta San Pietro	via per San Pietro 22/26	San Pietro Marcigliano, CAPANNORI	55012	Lucca	info@tenuta-san-pietro.com	0583.926676		43.907325	10.597605
RISTORANTE	Terra Etrusca	Via Piemonte, 6	CAPALBIO	58011	Grosseto	comunicazione@terraetrusca.it			-0	-0
RISTORANTE	Terra Etrusca S.a.r.l.	via Piemonte, 6	Capalbio Stazione, CAPALBIO	58011	Grosseto	info@terraetrusca.it	+39 0564 898699	+39 0564 1882001	42.4109664	11.3691357
RISTORANTE	TIMIOS Bottega Artigiana	via Aurelia, 64	Vada, ROSIGNANO MARITTIMO	57016	Livorno	info@timios.it	3400655438		-0	-0
RISTORANTE	TIRABARALLA	VIA DELLA SCALA, 28R	FIRENZE	50123	Firenze	info@tirabaralla.it	55218418	55218418	43.7752216	11.2460866
RISTORANTE	Toscani da Sempre	Via F.lli Monzecchi, 13/15	PONTASSIEVE		Firenze	info@toscanidasempre.it	055 8392952	055 8396213	43.77511	11.438395
RISTORANTE	"Trattoria ""Ai Butteri"""	Via Carpani, 313	Carpani, PORTOFERRAIO	57037	Livorno		0565 960170		42.8033638001	10.3064489365
RISTORANTE	"Trattoria ""Il Saraceno"""	Via Mazzini, 6/b	AREZZO	52100	Arezzo	info@ilsaraceno.com	0575 27644	0575 27644	43.464148	11.882284
RISTORANTE	"Trattoria ""Mamma Rosa"""	Via Cassia per Siena, 32		50026	Firenze		055 8249454		43.6339569092	11.1790752411
RISTORANTE	Trattoria Antico Fattore	Via Lambertesca, 1/3r	FIRENZE	50100	Firenze		055 288975	055 283341	43.7685693713	11.2552971248
RISTORANTE	Trattoria Astolfo	Via Beatrice, 58	MASSA	54100	Massa Carrara		0585 44844		44.0339615	10.1439394
RISTORANTE	Trattoria Astolfo	Via Beatrice 58	MASSA		Massa Carrara		0585 44844 		44.0339836923	10.1439015496
RISTORANTE	Trattoria Bel Mi' Colle	via. G.Garibaldi 56	Colle di Val d'Elsa, 	53034	Siena	info@trattoriabelmicolle.it			-0	-0
RISTORANTE	Trattoria Boboli	Via Romana 45 r	FIRENZE	0	Firenze	trattoriaboboli@gmail.com	055 2336401	055 2336401	43.7640798	11.2461386
RISTORANTE	Trattoria Buonamico di Massimo Barsotti C Snc	Via Sant'Andrea, 27/29	VIAREGGIO	55049	Lucca		0584 943266		43.866147	10.248294
RISTORANTE	Trattoria Cammillo Sas	Borgo San Jacopo, 57r	FIRENZE	50125	Firenze	cammillo@momax.it	055 212427	055 212963	43.7677975599	11.2516045537
RISTORANTE	Trattoria Casa Masi	Via Collerucci, 53	MONTAIONE	50050	Firenze	info@casamasimontaione.it	0571 677170	0571 677042	43.58305	10.88003
RISTORANTE	Trattoria Celestino	P.zza Santa Felice, 4r	FIRENZE		Firenze	bruno.celestino@virgilio.it	055 2396574	055 292185	43.7648981446	11.2478897846
RISTORANTE	Trattoria Cervino	Via Sant'Andrea, 51	PISTOIA	51100	Pistoia	trattoriacervino@hotmail.it	0573 358855 - 366 6256264		43.9360319494	10.9132147841
RISTORANTE	Trattoria da Beppino	Via di Ripoli 13/r	FIRENZE	50126	Firenze	trattoriabeppino@gmail.com	556810505		43.7627571	11.2789025
RISTORANTE	Trattoria da Enrico	Via Provinciale Fiorentina, 148	FUCECCHIO	50050	Firenze		0571 23172	0571 23172	43.7178176507	10.7933244736
RISTORANTE	Trattoria Da Fagiolino	Via Carega, 1	CUTIGLIANO	51024	Pistoia	luigiinnocenti@tiscali.it	0573 68014	0573 68210	44.1014499	10.7543315
RISTORANTE	Trattoria Da Galileo	Via della Campana, 20	LIVORNO	57100	Livorno		0586 889009		43.554629	10.314642
RISTORANTE	Trattoria Da Gano	Via Pantaneto, 146	SIENA	53100	Siena		0577 221244	0577 205063	43.317167	11.336759
RISTORANTE	trattoria da garibardi	piazza del mercato centrale 38r	FIRENZE	50123	Firenze	info@garibardi.it	55212267	552399107	43.77656	11.254013
RISTORANTE	Trattoria Da Gigi	Piazza del Carmine, 7	LUCCA	55100	Lucca		0583 467266	0583 958009	43.844243	10.505375
RISTORANTE	TRATTORIA DA GRAZIA	LOC. PIAN DI ROCCA	LOC. PIAN DI ROCCA, CASTIGLIONE DELLA PESCAIA	58043	Grosseto		0564947054 - 3281225698		42.789722	10.823056
RISTORANTE	Trattoria da Luca	Via Costa, 14	PIOMBINO	57025	Livorno	trattoria.daluca@live.it	0565 221633 - 3209519235		42.9241498	10.528846
RISTORANTE	Trattoria Da Maurizio	Via Garibaldi, 76	VIAREGGIO	55049	Lucca		0584 325825		43.89651	10.228894
RISTORANTE	Trattoria Da Nada	Via Trento, 13/15	Roccatederighi, ROCCASTRADA	58036	Grosseto	info@trattoriadanada.com - www.trattoriadanada.com	0564 567226	564567226	-0	-0
RISTORANTE	Trattoria Da Remo	Via Giusti, 90	CALENZANO		Firenze	trattoriadaremo@libero.it	0555 8877154	055 8877154	43.86336	11.169177
RISTORANTE	Trattoria Da Sergio	Piazza Bernardini 7	LUCCA		Lucca		0583 491364		43.8425061691	10.5052279482
RISTORANTE	Trattoria Dardano	via dardano 24	CORTONA	52043	Arezzo	info@trattoriadardano.com	0575 601944		43.2764038	11.9857276
RISTORANTE	trattoria del contadino	strada dei poggi	pian delle lamacce, CETONA	53040	Siena	info@trattoriadelcontadino.it	0578 238461 3299728584		-0	-0
RISTORANTE	Trattoria del forno	Via conte cungi, 22	MONTE SAN SAVINO	52048	Arezzo	Info@trattoriadelforno.it	575844459		-0	-0
RISTORANTE	trattoria del forno	via c. cungi 22	MONTE SAN SAVINO	52048	Arezzo	info@trattoriadelforno.it	0575 844459		43.330925	11.7271
RISTORANTE	Trattoria del Papero	Via della Madonna, 8	RIPARBELLA	56046	Pisa	info@trattoriadelpapero.it	0586 699299		43.3650514	10.600163
RISTORANTE	trattoria del papero	via della Madonna, 8	RIPARBELLA	56046	Pisa	info@trattoriadel papero.it	0586 699299		-0	-0
RISTORANTE	Trattoria del Papero	via della madonna 8	RIPARBELLA	56046	Pisa	trattoriadelpapero@gmail.com	0586/699299  /cell.3461623538		43.3650514	10.600163
RISTORANTE	trattoria del pesce povero	Via delle saline, 7	Loc. Giannella Orbetello, ORBETELLO	58015	Grosseto	biagiosabatini@libero.it	3476335882		-0	-0
RISTORANTE	Trattoria dell'Abbondanza	Via dell'Abbondanza, 10/14	PISTOIA	51100	Pistoia		0573 368037		43.933591	10.915282
RISTORANTE	Trattoria Dino	Via San Colombano, 78	SCANDICCI	50018	Firenze	info@trattorialocandadino.com	055 790067	055 790005	43.777097	11.13552
RISTORANTE	Trattoria Giardino di Vino	Via costa lenzerina 3/a	SCARLINO	58020	Grosseto	lacolonnasoc.coopva@libero.it	56635416		42.9072397	10.8510023
RISTORANTE	Trattoria Gimmy Gi�	Via Garibaldi, 16		53034	Siena		0577 923523	0577 923523	43.422619	11.124669
RISTORANTE	Trattoria Gosto e Mea	Via Borgo Giannotti, 42	LUCCA	55100	Lucca		0583 1805200		43.850185	10.507046
RISTORANTE	Trattoria il Braciere di Tarmagni Sara	Localit� Valle dei Baccetti, 6 Fraz. Cavo	RIO MARINA	57038	Livorno	guerrinisergio@tiscali.it	3277808075		-0	-0
RISTORANTE	Trattoria Il Ponte	Via A.De Gasperi, 39	CASTELFRANCO DI SOTTO	56022	Pisa		0571 466140		43.696437	10.747318
RISTORANTE	Trattoria Il Pozzo	Piazza Il Pozzo	Sant'Angelo in Colle, MONTALCINO	53024	Siena	trattoriailpozzo@virgilio.it	0577-844013	577844076	43.0551015	11.4890032
RISTORANTE	Trattoria Il Vicolo	Via G. Bovio, 1/a	MONTECATINI TERME	51016	Pistoia		0572 771976		43.884684	10.768094
RISTORANTE	Trattoria L'Angolo	Via Ricasoli, 9	MONTALCINO	53024	Siena		0577 848017		43.057106	11.489476
RISTORANTE	Trattoria La Bettola	via Porta San Marco 69	PISTOIA	51100	Pistoia	trattorialabettola@virgilio.it	0573 29662		43.9356681	10.9214304
RISTORANTE	Trattoria La Casalinga	Via dei Michelozzi, 9r	FIRENZE		Firenze	lacasalinga@freeinternet.it	055 218624	055 2679143	-0	-0
RISTORANTE	Trattoria La Gratella	Via Guelfa, 81r	FIRENZE	50129	Firenze	ferrara.daniela@hotmail.it	055 211292	055 211292	43.7786609758	11.2520083887
RISTORANTE	Trattoria La Grotta	Piazza Baldelli, 3	CORTONA	52044	Arezzo		0575 630271		43.2749088	11.9855905
RISTORANTE	trattoria la grotta	via amiata 249	ROCCALBEGNA	58053	Grosseto	lucialore66@gmail.com	0564 989026		-0	-0
RISTORANTE	Trattoria La Grotta	Via Amiata, 249	ROCCALBEGNA	58053	Grosseto	lucialore66@gmail.com	0564 989026 - 3472375609		42.786479	11.510915
RISTORANTE	Trattoria La Lupa	via del Testaio 21/23	LIVORNO	57123	Livorno	info@trattorialalupa.it	3356796825		43.5609716	10.3135388
RISTORANTE	Trattoria La Madia	Via del Giglio, 14/r	FIRENZE	50139	Firenze	trattorialamadiafi@alice.it	055 218563		43.7741	11.251553
RISTORANTE	trattoria la pescaccia	localita' pian di feccia	CHIUSDINO	53012	Siena	lapescaccia@tiscali.it			-0	-0
RISTORANTE	Trattoria La Popolana	Via dell'Origine, 39/41	LIVORNO	57100	Livorno		0586 884313		43.547926	10.317644
RISTORANTE	Trattoria La Posta	Via G.Verdi, 9	Catabbio, SEMPRONIANO	58050	Grosseto		0564 986376	0564 986376	42.7012786865	11.5687837601
RISTORANTE	Trattoria La Secca	Piazza Vittorio Emanuele, 2	MARCIANA MARINA	57033	Livorno		0565 904277	0565 904277	42.805359	10.198806
RISTORANTE	Trattoria La Tagliola	Via di Centro, 2	ARCIDOSSO	58031	Grosseto	info@latagliola.it	0564 967351		42.870643	11.550085
RISTORANTE	Trattoria La Vecchia Cantina	Via Risorgimento, 4	Maresca, SAN MARCELLO PISTOIESE	51028	Pistoia	info@vecchiacantina.it	0573 64158		44.0523925	10.8487565
RISTORANTE	Trattoria Lo Storno	Via del Lastrone, 8	PISTOIA	51100	Pistoia	trattorialostorno@gmail.com	0573 26193	0573 26193	43.9333068	10.9164863
RISTORANTE	TRATTORIA MAREMMANA L'ETRUSCO	VIA DELLA SERRA	GAVORRANO	58023	Grosseto	gianpiero.zanaboni@alice.it	0566.844524		-0	-0
RISTORANTE	Trattoria Martini	Viale Alighieri, 6	SUVERETO	57028	Livorno		0565 829876		43.076613	10.678378
RISTORANTE	TRATTORIA OMERO	VIA PIAN DEI GIULLARI 11/R	Arcetri, FIRENZE	50125	Firenze	omero@ristoranteomero.it	55220053	552336183	43.7511749	11.2562538
RISTORANTE	Trattoria Palle d'Oro	Via Sant'Antonino 43-45/r	FIRENZE	50123	Firenze	trattoriapalledoro@gmail.com	055 288383	055 291985	43.7758735	11.2527505
RISTORANTE	Trattoria Pelliccia	Via Garibaldi 130	PONTREMOLI	54027	Massa Carrara	trattoriapelliccia@virgilio.it	0187 830577		44.380171	9.8825671
RISTORANTE	Trattoria Piazza di Gioco	Via Becheroni, 7	POGGIBONSI	53036	Siena	gioco@gioco.it	0577 936531		43.468226	11.1471129
RISTORANTE	Trattoria Pizzeria Gian Burrasca	Corso Gramsci, 159/b	PISTOIA	51100	Pistoia	infogianburrasca@gmail.com	57320762		43.9343105	10.9122236
RISTORANTE	Trattoria Pizzeria Il Ponte	via A. de Gasperi, 39	CASTELFRANCO DI SOTTO	56022	Pisa		0571 486140		43.696437	10.747318
RISTORANTE	Trattoria Pizzeria Il Ponte	Piazza Lorenzo Viani, 1	VIAREGGIO	55049	Lucca		0584 630630  - 338 1577751		-0	-0
RISTORANTE	Trattoria Taverna All'Oca Bianca	Via Cavur 27	PONTREMOLI		Massa Carrara	alessandroancellotti@alice.it	0187 833219 		-0	-0
RISTORANTE	Trattoria Toscana	Via Dardano, 12	CORTONA	52044	Arezzo	saracenci701@hotmail.com	0575 604192		43.2762079	11.9855918
RISTORANTE	Trattoria Toscana	via Dardano 12	CORTONA	52043	Arezzo	saracenci701@hotmail.com	575644192		43.2762079	11.9855918
RISTORANTE	Trattoria Toscana Da Luigi		Lavacchio, MARCIANA MARINA	57030	Livorno		0565 99413	0565 99413	42.8046648949	10.1973697543
RISTORANTE	TRIBECA RISTOPIZZA	viale della libert�	CHIANCIANO TERME	53042	Siena	info@tribecaristopizza.com	57861183		43.0499525	11.8199748
RISTORANTE	Triti	Via Roma, 31	CASTELNUOVO DI GARFAGNANA	55032	Lucca		0583 62156	0583 65279	44.112605	10.412589
RISTORANTE	Tuscany	Vicolo Bargigli, 3/5	CECINA	57023	Livorno		0586 686850		43.312276	10.518202
RISTORANTE	Uliveto	Via Massa Avenza, 17	MASSA	54100	Massa Carrara	uliveto26@libero.it	0585 251030		44.0212502	10.1110315
RISTORANTE	unico ghiottonerie toscane	via mariri della niccioleta 7/9	FOLLONICA	58022	Grosseto	nicodito@hotmail.it	3386602015	56648215	42.9220077	10.7572717
RISTORANTE	Vecchi sapori della lucchesia	via Sarzanese 55	LUCCA	55100	Lucca	giorgio.fabbri@email.it	0583.1712818		43.8483173	10.4674121
RISTORANTE	VECCHIA FIRENZE	Borgo Albizi 18 / 76 r	FIRENZE	50122	Firenze	vecchia.firenze@libero.it	055 - 2340361 - 2	055 - 242301	43.7713315	11.2618669
RISTORANTE	Vecchia Osteria 3 Briganti	Via Matteotti, 45	SUVERETO		Livorno		0565 829947		43.078726	10.678532
RISTORANTE	Vecchia Osteria La Pergola	Via Libbia, 9	Tavarnelle, ANGHIARI	52031	Arezzo		0575 723330		43.543335	12.059579
RISTORANTE	Venanzio	Piazza Palestro 3	Colonnata, CARRARA	0	Massa Carrara	info@ristorantevenanzio.com	0585 758033	585758062	44.0692992	10.0755522
RISTORANTE	Villa Campestri Olive Oil Resort	Via di Campestrini, 19/22	Vicchio di Mugello, VICCHIO		Firenze	gemma@villacamperstri.it	055 8490107	055 8490108	43.797378	11.218455
RISTORANTE	villa delle mimose	via corte betti 26/a	BIENTINA	56031	Pisa	info@villadellemimose.it			-0	-0
RISTORANTE	Villa Il Poggione	Via Poggio alla Farnia, 2	FAUGLIA	56043	Pisa	stefanellifabrizio@hotmail.it	50659134		-0	-0
RISTORANTE	Villa Il Poggione	Via Poggio alla Farnia, 2	FAUGLIA	56043	Pisa	stefanellifabrizio@hotmail.it	050 659134		43.5775392255	10.5087779391
RISTORANTE	Villa La Boccia	Loc. Imposto Pizzaione, 50	MASSA MARITTIMA	58100	Grosseto	bbvillalaboccia@massamarittima.info	0566/902118-3200574778	0566/902118	43.0532504	10.8880322
RISTORANTE	Villa La Ferdinanda	Viale Papa Giovanni XXIII	CARMIGNANO	59015	Prato	villa@artimino.com	055 8751426 		43.782748844	11.0430088689
RISTORANTE	Villa Le Farnete	Via Macia, 136	Comeana, CARMIGNANO	59015	Prato	info@ristorantelefarnete.it	055 8719747	055 8716194	43.7963094	11.0498057
RISTORANTE	Villa Poschi Ristorante Le Arcate	Via Statale Abetone, 212	Pugnano, SAN GIULIANO TERME	56017	Pisa	info@villaposchi.it	50850105	50851188	43.799448	10.421013
RISTORANTE	villa sonnino	via castelvecchio, 9	SAN MINIATO	56028	Pisa	direzione@villasonnino.com	571484033		-0	-0
RISTORANTE	Villa Sonnino	Via Castelvecchio, 9/11	SAN MINIATO	56028	Pisa	villa@villasonnino.com - www.villasonnino.com	0571 484033	0571 485175	43.6850771389	10.812887843
RISTORANTE	Villa Sonnino	Via Castelvecchio 9/11	SAN MINIATO	56028	Pisa	villa@villasonnino.com	0571-484033	0571-485175	-0	-0
RISTORANTE	Villa Volpi	via di Mastiano e Gugliano 47	Mastiano, LUCCA	55100	Lucca	info@ristorantevillavolpi.it	0583 578811		43.9116137	10.5253947
RISTORANTE	Vinandro	Piazza Mino,33	FIESOLE		Firenze		055 59121	055 59121	43.806822	11.292542
RISTORANTE	vineria La Bottegaia	via del Lastrone, 4	PISTOIA	51100	Pistoia	info@labottegaia.it	0573 365602	0573 358450	43.9332418171	10.9164958363
RISTORANTE	Wine club Enoteca	Via M. Polo, 139	VIAREGGIO	55049	Lucca	wineclubenotecadipiazza@gmail.com	0584 56240	0584 56240	43.8851432	10.2473899
RISTORANTE	Zenzero ristorante pizzeria	Via Vittorio Emanuele 62	CAMAIORE	55041	Lucca	info@zenzeroversilia.it	3899146830		43.895665	10.231882
RISTORANTE	Zinfarosa Trattoria Pizzeria	Piazzetta San Domenico 4 (accesso al parcheggio da Via Indipendenza)	FOIANO DELLA CHIANA	52045	Arezzo	infozinfa@virgilio.it	0575 640146		43.2540011	11.8159624
RISTORANTE	ﾑl Purtunzin dﾒ Ninan	Via bartolini 3	CARRARA	54033	Massa Carrara	purtunzin@alice.it	0585 74741		44.0770383	10.1022358
BOTTEGA	-aTipico- il Punto vendita della Strada dei Vini di Carmignano e dei Sapori Tipici Pratesi	via Ricasoli 13	centro storico, PRATO	59100	Prato	info@stradavinicarmignano.it	346 1441364		43.8805331	11.0970472
BOTTEGA	Agricola Chiantigiana Casafrassi	localit� Casafrassi	Casafrassi, CASTELLINA IN CHIANTI	53011	Siena	casafrassi@gmail.com	577740621	577740805	43.4715142	11.2856676
BOTTEGA	Al Dolce Forno	Via di Lucciano 33/39	0573 774161, QUARRATA	51039	Pistoia	info@aldolceforno.com	0573 738657		43.8438367	10.97433
BOTTEGA	Alessio Spinetti	Via Bugliatico 27 - P.ve S. Lorenzo	LUCCA	55100	Lucca		0583 611026		-0	-0
BOTTEGA	Alilmentari Tambellini Roberto e Gabriella	Viale S. Concordio, 350	LUCCA	55100	Lucca		0583 496276 - 0583 316659		43.834848	10.499389
BOTTEGA	"Alimentari ""Il Castello"" di Gennellini  Sonia"	Via C. Battisti  21	POPPI	52014	Arezzo		0575 520211		43.722634	11.7657589
BOTTEGA	Alimentari Anghiari  Vecchio di Zanchi Roberta	p.zza De Amicis 8	ANGHIARI	52031	Arezzo	roberta.zanchi.i3ji@alice.it	0575 788884		43.5408440342	12.0548185784
BOTTEGA	Alimentari Anna & Massimo	Via 24 Maggio, 48	MONTEVARCHI	52025	Arezzo		055 981880		43.527364	11.572965
BOTTEGA	"Alimentari Casentino ""Ghega"""	Piazza Roma 3/4	BIBBIENA	52011	Arezzo	gambinerilorenzo@aruba.it	0575 536440		43.6944818	11.8173078
BOTTEGA	alimentari ciaccioni michela	Via Roma, 18	SARTEANO	53047	Siena	alimentariciaccioni@gmail.com	348 7247161     0578/266694	no	42.989976	11.869907
BOTTEGA	Alimentari Da Antonio	Via Mazzini, 73	MONTALCINO	53024	Siena	parisisnc@pec.confcommercio.siena.it	0577 848097	0577 846200	43.0604159	11.489799
BOTTEGA	alimentari da ivo	via u.casentinese 136/d	BIBBIENA	52011	Arezzo	boccalini@confcommercio.ar.it	575536424	bibbiena	-0	-0
BOTTEGA	Alimentari Da Piero	Viale Puccini 125	0583 511649, LUCCA	55100	Lucca		0583 511649		43.84333801	10.48974991
BOTTEGA	Alimentari delle Delizie di Pieri Gianni	Via Prov.le Valdichiana est,175	0577 669635, TORRITA DI SIENA		Siena	ledeliziedelmonte@live.it	0577 669635		43.1279068	11.7462616
BOTTEGA	Alimentari di Feri Alessandro	Corso Nasini, 7	CASTEL DEL PIANO	58033	Grosseto		0564 955389		42.8931853	11.5390162
BOTTEGA	alimentari e gastronomia	via Dante 4	CASTIGLION FIORENTINO	52040	Arezzo	ladivinabottega@tiscali.it	3345874174		43.3330496	11.9215326
BOTTEGA	Alimentari e Pasticceria De Caro Vincenzo	Via del Salsero 107	MONTECATINI TERME	51016	Pistoia		0572 71249		43.877255	10.773127
BOTTEGA	"Alimentari Enoteca ""Le Volte"""	Via Roma, 409	Cafaggio, PRATO	59100	Prato	levolte@alice.it	0574 631542	0574 631542	43.8569039	11.0805732
BOTTEGA	alimentari franco&pupa	via paolo emilio demi 36	LIVORNO	57124	Livorno	francoepupa@tiscali.it	586899181	livorno	-0	-0
BOTTEGA	Alimentari Gege	Via Culiceto 6 - Gorfigliano	MINUCCIANO	55034	Lucca				44.143202	10.24685
BOTTEGA	Alimentari GIUBBINO	Via Garibaldi, 55	PRATOVECCHIO	52015	Arezzo	alimentari.giubbino@gmail.com	0575/583761	Pratovecchio	-0	-0
BOTTEGA	Alimentari Giusi	Via Pollacci 17	Casalguidi, SERRAVALLE PISTOIESE	51034	Pistoia	alimentari.giusi@gmail.com	0573 527228		43.869943	10.918243
BOTTEGA	Alimentari Le Citte	Via Matteotti, 2	MONTALCINO	53024	Siena	ceciarinisnc@pec.confcommercio.siena.it	0577 848200	0577 848200	43.0580739	11.4902988
BOTTEGA	Alimentari Lombardi Sandra	Piazza Vittoria, 7	AULLA	54011	Massa Carrara		0187 420325      		44.208615	9.968547
BOTTEGA	Alimentari Luana	Via Tizzano, 61/63	BAGNO A RIPOLI	50012	Firenze		055 641107		43.7230120095	11.2972148495
BOTTEGA	Alimentari Lunardini Ernesto	Via C. Orecchia nﾰ 5	MASSA	54100	Massa Carrara		0585 811336		44.0304217486	10.1436266345
BOTTEGA	Alimentari Macelleria Rovini Claudio	Via Lucchese, 176	Ponte all'Abate, PESCIA	51017	Pistoia		0572 429098		43.8869397	10.6759754
BOTTEGA	Alimentari Manicardi Paolo	Galleria Leonardi da Vinci 45/46	MASSA	54100	Massa Carrara	manicardipaolo@gmail.com	0585 45244		44.0361888	10.1388574
BOTTEGA	Alimentari Marco & Federica	Via della Provvidenza 35	PISTOIA	51100	Pistoia	info@girolami.it	0573 23286	0573 23286	43.9318531	10.9122892
BOTTEGA	Alimentari Meucci	Via Bologna 515/A	Santa Lucia, PRATO	59100	Prato	alessandro.ale64@gmail.com	0574/466030	0574/466030	43.9068648	11.1155411
BOTTEGA	Alimentari Peselli Brunella	Via Rinchiosa, 1	CARRARA	54033	Massa Carrara		0585 630626		44.0426136363	10.0417458253
BOTTEGA	Alimentari Roccabianca	Via Busento, 2	0574 461925 , PRATO	59100	Prato	alimentariroccabianca@virgilio.it	0574 462839	Prato 	43.8976940976	11.0876765986
BOTTEGA	ALIMENTARI ROCCABIANCA	VIA BUSENTO 2	PRATO	59100	Prato	alimentariroccabianca@virgilio.it	0574 462839	0574 461925	43.8976667	11.0877354
BOTTEGA	Alimentari Silvia Valurta	Via della Stazione	SCANSANO		Grosseto	p_pastorelli@libero.it	564594033	Baccinello	42.790864	11.36389
BOTTEGA	alimentari simonelli pierpaolo	via garibaldi, 5	ROCCALBEGNA	58053	Grosseto	geronimo104@inwind.it		roccalbegna 	-0	-0
BOTTEGA	Alimentari Tacconi	Via Roma, 85	S. Quirico, VERNIO	59024	Prato	paola.tacconi@alice.it	333 9475768		44.0521525	11.156106
BOTTEGA	Alimentari Tacconi	Via Roma 85	VERNIO		Prato		333 9475768		44.0519436747	11.1562457214
BOTTEGA	Alimentari Tambellini Roberto e Gabriella snc	Borgo Giannotti 144	0583 496276, LUCCA	55100	Lucca		0583 496276		43.850688	10.507101
BOTTEGA	Alimentari Tassoni Srl	Via Aurelia Ovest, 99	0585 42051, MASSA	54100	Massa Carrara		0585 42051		44.040249	10.126686
BOTTEGA	Alimentari Venturini Massimo	Via Covetta, 88	CARRARA	54033	Massa Carrara	maxventurix@alice.it	0585 858550		44.052154	10.045068
BOTTEGA	Alimentaria Marbicos	Strada Provinciale Giannella, 9	ORBETELLO	58015	Grosseto	edoardominucci@tiscali.it	0564 821046		42.4335669	11.160328
BOTTEGA	Alla Cantina Del Borgo di Gigliola Giovani	Largo Garibaldi, 7	ROCCASTRADA	58036	Grosseto	gigliolagiovani@inwind.it	3480578214		43.0100256376	11.1678655807
BOTTEGA	ALLA GUSTERIA NUNQUAM	Via P. Ciotti 3/A/1	Tavola, PRATO	59014	Prato	info@allagusteria.it	0574 623992	0574 666712	43.8459711	11.048852
BOTTEGA	Alla Gusteria-Osteria de' ciotti	Via Pompeo Ciotti 3a/1	Tavola, PRATO	59100	Prato	info@allagusteria.it	574623992	574666712	43.8459711	11.048852
BOTTEGA	Anselmi Anna Gloria Alimentari	Via Garibaldi, 4	Sassofortino, ROCCASTRADA	58036	Grosseto	dagfi@intrage.it	0564 569983	0564 569717	43.0101323	11.1679536
BOTTEGA	Antica Drogheria di Santucci Manuela	Via Rosselli, 1	CARRARA	54033	Massa Carrara		0585 71936		44.07541	10.09466
BOTTEGA	Antica Fiaschetteria del Chianti	Piazza Pierozzi,  24	055820314, 	50026	Firenze		55820314		43.65700912	11.18574619
BOTTEGA	Antica liquoreria	Via Cavallotti, 95	0572 79294, MONTECATINI TERME	51016	Pistoia	francadelbino@libero.it	0572 79294		43.883546	10.774938
BOTTEGA	ANTICA LIQUORERIA PRODOTTI TIPICI TOSCANI	Via Cavallotti, 95	MONTECATINI TERME	51016	Pistoia	francadelbino@gmail.com	0572-79294		43.8841037	10.7751816
BOTTEGA	Antica Macelleria Falorni snc	Piazza Giacomo Matteotti, 71	GREVE IN CHIANTI	50022	Firenze		055 853029		43.5824351	11.31688289
BOTTEGA	Antica Macelleria Fantechi	Via Burzagli, 116	MONTEVARCHI	52025	Arezzo		055 9102005		43.54313	11.549652
BOTTEGA	Antica salumeria Oligeri	via Bardine, 40-42	FIVIZZANO	54013	Massa Carrara	info@salumeriaoligeri.it	585982615	San Terenzo Monti	-0	-0
BOTTEGA	Antica Salumeria Oligeri	Via Bardine, 40-42	FIVIZZANO	54013	Massa Carrara	info@salumeriaoligeri.it	0585 982615	San Terenzio Monti	-0	-0
BOTTEGA	Antica salumeria Olivieri sas	via Bardine 40/42	0585 982615, FIVIZZANO	54013	Massa Carrara		0585 982615	S. Terenzio Monti	-0	-0
BOTTEGA	Antica Salumeria Salvini di C.S.Z. s.n.c.	S.S. Ponente, 46	COSTAFABBRI, SIENA	53036	Siena	info@anticasalumeriasalvini.com	0577 394399	0577 393466	44.3116098	8.479635
BOTTEGA	Antico Forno Carnera S.a.s.	Via Giovanni Pieraccioli , 11	Galciana, PRATO	59100	Prato	anticofornocarnera1962@gmail.com	3395415232		43.8874616	11.055589
BOTTEGA	Antico Forno de' Sismondi	via A. Ceci 31/33/35	PISA	56125	Pisa	caffetteriakinzica@gmail.com			-0	-0
BOTTEGA	ANTICO FORNO DEI SISMONDI	VIA ANTONIO CECI 31/33/35	PISA	56125	Pisa	massimo.tuccoli@teletu.it	336711487	PISA	-0	-0
BOTTEGA	arte etrusca	via duomo 24	sovana, SORANO	58010	Grosseto	arteetrusca@libero.it	564614346		42.657262	11.64493
BOTTEGA	AURORA WINE	Via Mazzini 36	CASTIGLION FIORENTINO	52043	Arezzo	aurorawinebeer@yahoo.it	3207803354		43.343711	11.916489
BOTTEGA	azienda agraria LA VALLE	STATALE DEL CERRETO KM 6,00	FIVIZZANO	54013	Massa Carrara	IVANACOL@KATAMAIL.COM	5851925120	ROMETTA	-0	-0
BOTTEGA	azienda agraria LA VALLE s.s.	statale del cerreto Km 6,00	FIVIZZANO	54013	Massa Carrara	ivanacol@katamil.com	5851925120	rometta	-0	-0
